hour_label,location_name,latitude,longitude,severity,congestion_ratio,speed_reduction,current_speed,free_flow_speed,road_closure,current_travel_time,free_flow_travel_time,confidence,frc,speed_reduction_pct,new_severity,new_severity_logical,total_pois,pois_fetched,ACCESS_GATEWAY,ADMINISTRATIVE_DIVISION,ADVENTURE_SPORTS_VENUE,AGRICULTURE,AIRPORT,AMUSEMENT_PARK,AUTOMOTIVE_DEALER,BANK,BEACH,BUILDING_POINT,BUSINESS_PARK,CAFE_PUB,CAMPING_GROUND,CAR_WASH,CASH_DISPENSER,CASINO,CINEMA,CITY_CENTER,CLUB_ASSOCIATION,COLLEGE_UNIVERSITY,COMMERCIAL_BUILDING,COMMUNITY_CENTER,COMPANY,COURTHOUSE,CULTURAL_CENTER,DENTIST,DEPARTMENT_STORE,DOCTOR,ELECTRIC_VEHICLE_STATION,EMBASSY,EMERGENCY_MEDICAL_SERVICE,ENTERTAINMENT,EXCHANGE,EXHIBITION_CONVENTION_CENTER,FERRY_TERMINAL,FIRE_STATION_BRIGADE,FRONTIER_CROSSING,FUEL_FACILITIES,GEOGRAPHIC_FEATURE,GOLF_COURSE,GOVERNMENT_OFFICE,HEALTH_CARE_SERVICE,HELIPAD_HELICOPTER_LANDING,HOLIDAY_RENTAL,HOSPITAL_POLYCLINIC,HOTEL_MOTEL,ICE_SKATING_RINK,IMPORTANT_TOURIST_ATTRACTION,INDUSTRIAL_BUILDING,LEISURE_CENTER,LIBRARY,MANUFACTURING_FACILITY,MARINA,MARKET,MEDIA_FACILITY,MILITARY_INSTALLATION,MOTORING_ORGANIZATION_OFFICE,MOUNTAIN_PASS,MUSEUM,NATIVE_RESERVATION,NIGHTLIFE,NON_GOVERNMENTAL_ORGANIZATION,OPEN_PARKING_AREA,OTHER,PARKING_GARAGE,PARK_RECREATION_AREA,PETROL_STATION,PHARMACY,PLACE_OF_WORSHIP,POLICE_STATION,PORT_WAREHOUSE_FACILITY,POST_OFFICE,PRIMARY_RESOURCE_UTILITY,PRISON_CORRECTIONAL_FACILITY,PUBLIC_AMENITY,PUBLIC_TRANSPORT_STOP,RAILWAY_STATION,RENT_A_CAR_FACILITY,RENT_A_CAR_PARKING,REPAIR_FACILITY,RESEARCH_FACILITY,RESIDENTIAL_ACCOMMODATION,RESTAURANT,RESTAURANT_AREA,REST_AREA,SCENIC_PANORAMIC_VIEW,SCHOOL,SHOP,SHOPPING_CENTER,SPORTS_CENTER,STADIUM,SWIMMING_POOL,TENNIS_COURT,THEATER,TOURIST_INFORMATION_OFFICE,TRAFFIC_LIGHT,TRAFFIC_SERVICE_CENTER,TRAFFIC_SIGN,TRAIL_SYSTEM,TRANSPORT_AUTHORITY_VEHICLE_REGISTRATION,TRUCK_STOP,VETERINARIAN,WATER_SPORT,WEIGH_STATION,WELFARE_ORGANIZATION,WINERY,ZOOS_ARBORETA_BOTANICAL_GARDEN,raw_classifications,unique_classifications,non_zero_categories
12,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,LOW,1.0,0.0,24,24,False,323,323,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
13,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,LOW,1.0,0.0,24,24,False,323,323,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
14,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,LOW,1.0,0.0,24,24,False,323,323,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
15,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,LOW,1.0,0.0,24,24,False,323,323,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
16,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,LOW,0.87,13.04,20,23,False,387,337,0.999044,FRC4,13.04,HIGH,MODERATE,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
17,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,LOW,1.0,0.0,24,24,False,323,323,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
18,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,LOW,0.83,17.39,19,23,False,408,337,0.999044,FRC4,17.39,HIGH,MODERATE,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
19,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,MODERATE,0.78,21.74,18,23,False,430,337,0.999044,FRC4,21.74,HIGH,MODERATE,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
20,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,MODERATE,0.79,20.83,19,24,False,408,323,0.999044,FRC4,20.83,HIGH,MODERATE,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
21,"Wakad, Pune, Maharashtra",18.5963419,73.7718897,LOW,1.0,0.0,24,24,False,323,323,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, SCHOOL, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, DOCTOR, ENTERTAINMENT, COMPANY, PHARMACY",14,14
6,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
7,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
8,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
9,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
10,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
11,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
12,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
13,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
14,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
15,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
16,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
17,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
18,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
19,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
20,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
21,"Hinjewadi, Pune, Maharashtra",18.5979574,73.700786,LOW,1.0,0.0,34,34,False,2140,2140,1.0,FRC3,0.0,LOW,LOW,93,93,0,0,0,0,0,0,3,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, SPORTS_CENTER, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, HOTEL_MOTEL, COMPANY, PHARMACY",13,13
6,"Whitefield, Bangalore, Karnataka",12.9943542,77.7585209,LOW,1.0,0.0,33,33,False,1749,1749,1.0,FRC2,0.0,LOW,LOW,100,100,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,2,0,0,0,0,0,0,2,0,0,4,0,4,10,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BANK, SCHOOL, COMPANY, DOCTOR, PHARMACY, PARK_RECREATION_AREA, VETERINARIAN, HOTEL_MOTEL, GOVERNMENT_OFFICE, RAILWAY_STATION, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, RESTAURANT, REPAIR_FACILITY, AUTOMOTIVE_DEALER, DENTIST, SHOP, OPEN_PARKING_AREA, POLICE_STATION",24,24
