hour_label,location_name,latitude,longitude,severity,congestion_ratio,speed_reduction,current_speed,free_flow_speed,road_closure,current_travel_time,free_flow_travel_time,confidence,frc,speed_reduction_pct,new_severity,new_severity_logical,total_pois,pois_fetched,ACCESS_GATEWAY,ADMINISTRATIVE_DIVISION,ADVENTURE_SPORTS_VENUE,AGRICULTURE,AIRPORT,AMUSEMENT_PARK,AUTOMOTIVE_DEALER,BANK,BEACH,BUILDING_POINT,BUSINESS_PARK,CAFE_PUB,CAMPING_GROUND,CAR_WASH,CASH_DISPENSER,CASINO,CINEMA,CITY_CENTER,CLUB_ASSOCIATION,COLLEGE_UNIVERSITY,COMMERCIAL_BUILDING,COMMUNITY_CENTER,COMPANY,COURTHOUSE,CULTURAL_CENTER,DENTIST,DEPARTMENT_STORE,DOCTOR,ELECTRIC_VEHICLE_STATION,EMBASSY,EMERGENCY_MEDICAL_SERVICE,ENTERTAINMENT,EXCHANGE,EXHIBITION_CONVENTION_CENTER,FERRY_TERMINAL,FIRE_STATION_BRIGADE,FRONTIER_CROSSING,FUEL_FACILITIES,GEOGRAPHIC_FEATURE,GOLF_COURSE,GOVERNMENT_OFFICE,HEALTH_CARE_SERVICE,HELIPAD_HELICOPTER_LANDING,HOLIDAY_RENTAL,HOSPITAL_POLYCLINIC,HOTEL_MOTEL,ICE_SKATING_RINK,IMPORTANT_TOURIST_ATTRACTION,INDUSTRIAL_BUILDING,LEISURE_CENTER,LIBRARY,MANUFACTURING_FACILITY,MARINA,MARKET,MEDIA_FACILITY,MILITARY_INSTALLATION,MOTORING_ORGANIZATION_OFFICE,MOUNTAIN_PASS,MUSEUM,NATIVE_RESERVATION,NIGHTLIFE,NON_GOVERNMENTAL_ORGANIZATION,OPEN_PARKING_AREA,OTHER,PARKING_GARAGE,PARK_RECREATION_AREA,PETROL_STATION,PHARMACY,PLACE_OF_WORSHIP,POLICE_STATION,PORT_WAREHOUSE_FACILITY,POST_OFFICE,PRIMARY_RESOURCE_UTILITY,PRISON_CORRECTIONAL_FACILITY,PUBLIC_AMENITY,PUBLIC_TRANSPORT_STOP,RAILWAY_STATION,RENT_A_CAR_FACILITY,RENT_A_CAR_PARKING,REPAIR_FACILITY,RESEARCH_FACILITY,RESIDENTIAL_ACCOMMODATION,RESTAURANT,RESTAURANT_AREA,REST_AREA,SCENIC_PANORAMIC_VIEW,SCHOOL,SHOP,SHOPPING_CENTER,SPORTS_CENTER,STADIUM,SWIMMING_POOL,TENNIS_COURT,THEATER,TOURIST_INFORMATION_OFFICE,TRAFFIC_LIGHT,TRAFFIC_SERVICE_CENTER,TRAFFIC_SIGN,TRAIL_SYSTEM,TRANSPORT_AUTHORITY_VEHICLE_REGISTRATION,TRUCK_STOP,VETERINARIAN,WATER_SPORT,WEIGH_STATION,WELFARE_ORGANIZATION,WINERY,ZOOS_ARBORETA_BOTANICAL_GARDEN,raw_classifications,unique_classifications,non_zero_categories
8,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,1.0,0.0,31,31,False,699,699,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
9,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,1.0,0.0,31,31,False,699,699,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
10,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,1.0,0.0,31,31,False,699,699,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
11,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,1.0,0.0,31,31,False,699,699,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
12,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,0.8,20.0,24,30,False,903,722,0.990935,FRC4,20.0,HIGH,MODERATE,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
13,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,0.83,16.67,25,30,False,867,722,0.998044,FRC4,16.67,HIGH,MODERATE,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
14,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,MODERATE,0.77,22.58,24,31,False,903,699,0.998234,FRC4,22.58,HIGH,MODERATE,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
15,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,0.83,16.67,25,30,False,867,722,0.998238,FRC4,16.67,HIGH,MODERATE,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
16,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,0.87,13.33,26,30,False,833,722,1.0,FRC4,13.33,HIGH,MODERATE,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
17,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,0.83,16.67,25,30,False,867,722,0.997411,FRC4,16.67,HIGH,MODERATE,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
18,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,MODERATE,0.73,26.67,22,30,False,985,722,0.9918,FRC4,26.67,SEVERE,HIGH,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
19,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,MODERATE,0.7,30.0,21,30,False,1032,722,0.995961,FRC4,30.0,SEVERE,HIGH,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
20,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,0.8,20.0,24,30,False,903,722,0.995468,FRC4,20.0,HIGH,MODERATE,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
21,"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,LOW,1.0,0.0,31,31,False,699,699,1.0,FRC4,0.0,LOW,LOW,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
6,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,1.0,0.0,37,37,False,1488,1488,1.0,FRC2,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
7,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,1.0,0.0,37,37,False,1488,1488,1.0,FRC2,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
8,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,1.0,0.0,37,37,False,1488,1488,1.0,FRC2,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
9,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,1.0,0.0,37,37,False,1488,1488,1.0,FRC2,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
10,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,0.84,16.22,31,37,False,1776,1488,1.0,FRC2,16.22,HIGH,MODERATE,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
11,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,0.84,16.22,31,37,False,1776,1488,1.0,FRC2,16.22,HIGH,MODERATE,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
12,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,1.0,0.0,37,37,False,1488,1488,1.0,FRC2,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
13,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,1.0,0.0,37,37,False,1488,1488,1.0,FRC2,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
14,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,1.0,0.0,37,37,False,1488,1488,1.0,FRC2,0.0,LOW,LOW,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
15,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,0.84,15.79,32,38,False,1720,1448,1.0,FRC2,15.79,HIGH,MODERATE,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
16,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,LOW,0.84,16.22,31,37,False,1776,1488,1.0,FRC2,16.22,HIGH,MODERATE,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
17,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,MODERATE,0.63,36.84,24,38,False,2294,1448,1.0,FRC2,36.84,SEVERE,HIGH,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
18,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,MODERATE,0.63,36.84,24,38,False,2294,1448,1.0,FRC2,36.84,SEVERE,HIGH,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
19,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,MODERATE,0.62,37.84,23,37,False,2393,1488,1.0,FRC2,37.84,SEVERE,HIGH,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
20,"Gurgaon MG Road, Haryana",28.4798011,77.0813162,MODERATE,0.7,29.73,26,37,False,2117,1488,1.0,FRC2,29.73,SEVERE,HIGH,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
