location_name,latitude,longitude,total_pois,pois_fetched,ACCESS_GATEWAY,ADMINISTRATIVE_DIVISION,ADVENTURE_SPORTS_VENUE,AGRICULTURE,AIRPORT,AMUSEMENT_PARK,AUTOMOTIVE_DEALER,BANK,BEACH,BUILDING_POINT,BUSINESS_PARK,CAFE_PUB,CAMPING_GROUND,CAR_WASH,CASH_DISPENSER,CASINO,CINEMA,CITY_CENTER,CLUB_ASSOCIATION,COLLEGE_UNIVERSITY,COMMERCIAL_BUILDING,COMMUNITY_CENTER,COMPANY,COURTHOUSE,CULTURAL_CENTER,DENTIST,DEPARTMENT_STORE,DOCTOR,ELECTRIC_VEHICLE_STATION,EMBASSY,EMERGENCY_MEDICAL_SERVICE,ENTERTAINMENT,EXCHANGE,EXHIBITION_CONVENTION_CENTER,FERRY_TERMINAL,FIRE_STATION_BRIGADE,FRONTIER_CROSSING,FUEL_FACILITIES,GEOGRAPHIC_FEATURE,GOLF_COURSE,GOVERNMENT_OFFICE,HEALTH_CARE_SERVICE,HELIPAD_HELICOPTER_LANDING,HOLIDAY_RENTAL,HOSPITAL_POLYCLINIC,HOTEL_MOTEL,ICE_SKATING_RINK,IMPORTANT_TOURIST_ATTRACTION,INDUSTRIAL_BUILDING,LEISURE_CENTER,LIBRARY,MANUFACTURING_FACILITY,MARINA,MARKET,MEDIA_FACILITY,MILITARY_INSTALLATION,MOTORING_ORGANIZATION_OFFICE,MOUNTAIN_PASS,MUSEUM,NATIVE_RESERVATION,NIGHTLIFE,NON_GOVERNMENTAL_ORGANIZATION,OPEN_PARKING_AREA,OTHER,PARKING_GARAGE,PARK_RECREATION_AREA,PETROL_STATION,PHARMACY,PLACE_OF_WORSHIP,POLICE_STATION,PORT_WAREHOUSE_FACILITY,POST_OFFICE,PRIMARY_RESOURCE_UTILITY,PRISON_CORRECTIONAL_FACILITY,PUBLIC_AMENITY,PUBLIC_TRANSPORT_STOP,RAILWAY_STATION,RENT_A_CAR_FACILITY,RENT_A_CAR_PARKING,REPAIR_FACILITY,RESEARCH_FACILITY,RESIDENTIAL_ACCOMMODATION,RESTAURANT,RESTAURANT_AREA,REST_AREA,SCENIC_PANORAMIC_VIEW,SCHOOL,SHOP,SHOPPING_CENTER,SPORTS_CENTER,STADIUM,SWIMMING_POOL,TENNIS_COURT,THEATER,TOURIST_INFORMATION_OFFICE,TRAFFIC_LIGHT,TRAFFIC_SERVICE_CENTER,TRAFFIC_SIGN,TRAIL_SYSTEM,TRANSPORT_AUTHORITY_VEHICLE_REGISTRATION,TRUCK_STOP,VETERINARIAN,WATER_SPORT,WEIGH_STATION,WELFARE_ORGANIZATION,WINERY,ZOOS_ARBORETA_BOTANICAL_GARDEN,raw_classifications,unique_classifications,non_zero_categories
"Udaipur City, Rajasthan",24.5873872,73.6915427,100,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,4,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, BANK, PARKING_GARAGE, PLACE_OF_WORSHIP, AUTOMOTIVE_DEALER, DENTIST, SHOP, OPEN_PARKING_AREA, HOTEL_MOTEL, DOCTOR, COMPANY, GOVERNMENT_OFFICE, HOSPITAL_POLYCLINIC, PHARMACY, POLICE_STATION",15,15
"Kota City, Rajasthan",25.2109082,75.8213499,100,100,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,0,0,0,0,0,2,0,0,0,0,5,0,0,6,0,0,0,6,49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PETROL_STATION, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, AMUSEMENT_PARK, SHOP, HOTEL_MOTEL, COMPANY, PUBLIC_AMENITY, IMPORTANT_TOURIST_ATTRACTION, DOCTOR, PHARMACY",17,17
"Jodhpur City, Rajasthan",26.381001,73.5467,100,100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,1,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,1,0,0,0,0,6,0,1,2,0,0,0,14,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, SCHOOL, COMPANY, LIBRARY, PHARMACY, PARK_RECREATION_AREA, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, HOSPITAL_POLYCLINIC, COMMUNITY_CENTER, GEOGRAPHIC_FEATURE, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, SHOP, COURTHOUSE, POLICE_STATION",23,23
"Ajmer City, Rajasthan",26.5855952,74.8609106,100,100,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,0,0,2,0,0,0,0,0,0,0,13,0,1,2,0,0,0,22,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, HEALTH_CARE_SERVICE, BANK, SHOPPING_CENTER, SCHOOL, DOCTOR, COMPANY, IMPORTANT_TOURIST_ATTRACTION, PHARMACY, PARK_RECREATION_AREA, GOVERNMENT_OFFICE, HOTEL_MOTEL, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, COMMUNITY_CENTER, REPAIR_FACILITY, RESTAURANT, GEOGRAPHIC_FEATURE, CAFE_PUB, DENTIST, SHOP",25,25
"Bikaner City, Rajasthan",28.0134638,73.2972264,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,27,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,13,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, SHOP, GOVERNMENT_OFFICE, DOCTOR, PUBLIC_AMENITY, PHARMACY, COLLEGE_UNIVERSITY",14,14
"Bhopal City, Madhya Pradesh",23.177649,77.454497,100,100,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,8,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0,0,0,2,0,0,0,0,0,0,0,0,11,11,0,0,0,1,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, SCHOOL, COMPANY, DOCTOR, PHARMACY, PARK_RECREATION_AREA, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, RESTAURANT, CAFE_PUB, AUTOMOTIVE_DEALER, PRIMARY_RESOURCE_UTILITY, DENTIST, SHOP, PETROL_STATION",20,20
"Rajkot City, Gujarat",22.3003793,70.8086015,100,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SHOP, COMMERCIAL_BUILDING, COMPANY",6,6
"Bhavnagar City, Gujarat",21.7727986,72.1548699,100,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,15,3,0,0,0,5,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HEALTH_CARE_SERVICE, BANK, SHOPPING_CENTER, SCHOOL, DOCTOR, COMPANY, LIBRARY, IMPORTANT_TOURIST_ATTRACTION, PHARMACY, GOVERNMENT_OFFICE, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, COMMERCIAL_BUILDING, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, RESTAURANT, REPAIR_FACILITY, DENTIST, SHOP, MUSEUM",21,21
"Jamnagar City, Gujarat",22.432788,70.0559897,24,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAFE_PUB, RESTAURANT, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, SHOP, HOTEL_MOTEL, PHARMACY",8,8
"Gandhinagar City, Gujarat",23.0704348,72.5243009,100,100,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,13,0,6,8,0,0,0,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BANK, SCHOOL, COMPANY, DOCTOR, PHARMACY, GOVERNMENT_OFFICE, HOTEL_MOTEL, LEISURE_CENTER, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, GEOGRAPHIC_FEATURE, RESTAURANT, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, DENTIST, SHOP, POLICE_STATION",23,23
"Asansol City, West Bengal",23.6930343,86.9531088,100,100,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,0,6,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,8,5,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, SCHOOL, COMPANY, DOCTOR, PHARMACY, EXCHANGE, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, COMMERCIAL_BUILDING, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, RESTAURANT, REPAIR_FACILITY, DENTIST, SHOP",20,20
"Siliguri City, West Bengal",26.7096309,88.4286167,100,100,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,2,0,0,3,0,0,0,1,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TENNIS_COURT, POST_OFFICE, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, PARKING_GARAGE, PLACE_OF_WORSHIP, SCHOOL, SHOP, GOVERNMENT_OFFICE, COMPANY, PUBLIC_AMENITY, CLUB_ASSOCIATION",14,14
"Durgapur City, West Bengal",23.5292384,87.351587,100,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,0,0,0,1,0,0,0,0,0,0,1,0,42,2,0,0,0,2,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SPORTS_CENTER, SCHOOL, DENTIST, PRIMARY_RESOURCE_UTILITY, SHOP, MARKET, HOTEL_MOTEL, COMPANY, CLUB_ASSOCIATION, PHARMACY",16,16
"Alappuzha Town, Kerala",9.2595192,76.5437808,100,100,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,1,0,0,1,4,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,7,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, BANK, SHOPPING_CENTER, SCHOOL, COMPANY, PHARMACY, GOVERNMENT_OFFICE, HOTEL_MOTEL, COLLEGE_UNIVERSITY, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, CINEMA, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, AUTOMOTIVE_DEALER, DENTIST, SHOP, PETROL_STATION",23,23
"Kollam City, Kerala",8.8869046,76.5904652,100,100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,1,0,0,1,0,0,0,0,7,0,0,3,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NIGHTLIFE, POST_OFFICE, GEOGRAPHIC_FEATURE, RESTAURANT, REPAIR_FACILITY, BANK, SHOPPING_CENTER, PUBLIC_AMENITY, SHOP, COMMERCIAL_BUILDING, CINEMA, HOTEL_MOTEL, DOCTOR, PETROL_STATION, COMPANY, HOSPITAL_POLYCLINIC, PHARMACY",17,17
"Kannur City, Kerala",11.8719881,75.379077,100,100,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,1,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, PARKING_GARAGE, SHOPPING_CENTER, PLACE_OF_WORSHIP, SCHOOL, AUTOMOTIVE_DEALER, DENTIST, SHOP, COMMERCIAL_BUILDING, MARKET, GOVERNMENT_OFFICE, COMPANY, HOSPITAL_POLYCLINIC, PHARMACY",16,16
"Palakkad City, Kerala",10.8001,76.639099,100,100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,3,0,1,0,0,0,0,1,4,0,0,0,2,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, SHOPPING_CENTER, SCHOOL, DOCTOR, COMPANY, PHARMACY, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, RAILWAY_STATION, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, COMMERCIAL_BUILDING, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, CAFE_PUB, RESTAURANT, SHOP, OPEN_PARKING_AREA, PETROL_STATION",21,21
"Warangal City, Telangana",17.9745069,79.6113623,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, POST_OFFICE, REPAIR_FACILITY, RESIDENTIAL_ACCOMMODATION, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, NON_GOVERNMENTAL_ORGANIZATION, SHOP, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, DOCTOR",13,13
"Karimnagar City, Telangana",18.458233,79.136705,100,100,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,3,3,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,5,0,0,0,0,0,0,0,0,0,0,2,0,11,15,0,0,0,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BANK, SCHOOL, DOCTOR, COMPANY, PHARMACY, MARKET, HOTEL_MOTEL, COLLEGE_UNIVERSITY, CAR_WASH, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, WEIGH_STATION, AUTOMOTIVE_DEALER, SHOP, PETROL_STATION",23,23
"Nellore City, Andhra Pradesh",14.413352,79.962271,100,100,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,3,0,7,9,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, RESTAURANT, GEOGRAPHIC_FEATURE, BANK, RESIDENTIAL_ACCOMMODATION, CAFE_PUB, PLACE_OF_WORSHIP, SCHOOL, AUTOMOTIVE_DEALER, DENTIST, SHOP, GOVERNMENT_OFFICE, DOCTOR, COMPANY, PHARMACY",16,16
"Rajahmundry City, Andhra Pradesh",17.0376947,81.7778132,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,3,0,16,6,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IMPORTANT_TOURIST_ATTRACTION, GEOGRAPHIC_FEATURE, RESTAURANT, REPAIR_FACILITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, SHOP, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, DOCTOR, EXHIBITION_CONVENTION_CENTER, PHARMACY",14,14
"Kakinada City, Andhra Pradesh",16.9673975,82.2333385,100,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,6,1,0,0,0,0,0,0,1,0,0,6,0,31,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"HEALTH_CARE_SERVICE, BANK, PARKING_GARAGE, DOCTOR, COMPANY, PHARMACY, GOVERNMENT_OFFICE, VETERINARIAN, HOTEL_MOTEL, RAILWAY_STATION, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, REPAIR_FACILITY, RESTAURANT, AUTOMOTIVE_DEALER, DENTIST, SHOP, OPEN_PARKING_AREA, POLICE_STATION",21,21
"Belgaum City, Karnataka",15.8771478,74.5171905,100,100,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,6,24,0,0,0,8,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, BANK, STADIUM, SCHOOL, COMPANY, LIBRARY, PHARMACY, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, GEOGRAPHIC_FEATURE, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, DENTIST, SHOP, OPEN_PARKING_AREA",23,23
"Gulbarga City, Karnataka",17.33965,76.8371479,100,100,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, PARKING_GARAGE, PLACE_OF_WORSHIP, SCHOOL, DENTIST, SHOP, MARKET, CINEMA, HOTEL_MOTEL, COMPANY, DOCTOR, HOSPITAL_POLYCLINIC, PHARMACY, COLLEGE_UNIVERSITY, EXCHANGE",17,17
"Davangere City, Karnataka",14.3682977,75.9527929,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLACE_OF_WORSHIP, SCHOOL",2,2
"Bellary City, Karnataka",15.1388817,76.9768644,39,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, POST_OFFICE, REPAIR_FACILITY, RESTAURANT, PLACE_OF_WORSHIP, SCHOOL, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, SHOP, HOTEL_MOTEL, COMPANY, PHARMACY",12,12
"Ludhiana City, Punjab",30.8519434,75.8598782,100,100,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOURIST_INFORMATION_OFFICE, INDUSTRIAL_BUILDING, GEOGRAPHIC_FEATURE, RESTAURANT, REPAIR_FACILITY, BANK, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, AUTOMOTIVE_DEALER, SHOP, COMMERCIAL_BUILDING, GOVERNMENT_OFFICE, OPEN_PARKING_AREA, COMPANY, PETROL_STATION, HOTEL_MOTEL, EXCHANGE",18,18
"Jalandhar City, Punjab",31.3478513,75.6032045,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,0,0,7,0,0,0,1,50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, GEOGRAPHIC_FEATURE, CAFE_PUB, SPORTS_CENTER, SCHOOL, SHOP, COMPANY, PHARMACY",9,9
"Bathinda City, Punjab",30.2129218,74.9331732,100,100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,14,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NIGHTLIFE, REPAIR_FACILITY, RESTAURANT, BANK, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PUBLIC_AMENITY, DOCTOR, OPEN_PARKING_AREA, PHARMACY, COMMERCIAL_BUILDING",14,14
